"Link","Marque et annee","Prix","listing-card__header__price 2","font-weight-lighter","Adresse","Adresse","Proprietaire"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/volkswagen/jetta/annonce-134894","Volkswagen Jetta 2018","20 000","F","CFA","Grand-Dakar,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-134856","Ford Edge 2013","35 000","F","CFA","Mermoz Sacré-Coeur,","Dakar","Par A-T Auto"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-134842","Ford ESCAPE-SE 2017","35 000","F","CFA","Grand-Yoff,","Dakar","Par Transcar via  Sénégal"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-134671","Ford ESCAPE-SE 2014","40 000","F","CFA","Ouest Foire,","Dakar","Par Optimus Debugger"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/flex-limited/annonce-134803","Ford Flex-limited 2019","60 000","F","CFA","Hann Bel-Air,","Dakar","Par PAPA ."
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/rogue/annonce-134801","Nissan ROGUE 2016","40 000","F","CFA","Hann Bel-Air,","Dakar","Par PAPA ."
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mercedes/viano/annonce-134740","Mercedes Viano 2010","NC","","","Mermoz Sacré-Coeur,","Dakar","Par Mapauto sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mercedes/classe-s-500/annonce-134739","Mercedes Classe S 500 2018","170 000","F","CFA","Mermoz Sacré-Coeur,","Dakar","Par Mapauto sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/land-rover/range-rover-sport/annonce-134738","Land Rover range-rover-sport 2020","150 000","F","CFA","Mermoz Sacré-Coeur,","Dakar","Par Mapauto sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/volkswagen/jetta/annonce-134682","Volkswagen Jetta 2016","20 000","F","CFA","Plateau,","Dakar","Par Senegal TCS  ventes et locations"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/juke/annonce-134619","Nissan Juke 2012","25 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/master/annonce-134618","Renault Master 2017","NC","","","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/peugeot/508/annonce-134597","Peugeot 508 2016","NC","","","Mermoz Sacré-Coeur,","Dakar","Par Mapauto sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mercedes/viano/annonce-134598","Mercedes Viano 2010","NC","","","Mermoz Sacré-Coeur,","Dakar","Par Mapauto sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/hiace/annonce-134599","Toyota Hiace 2020","NC","","","Mermoz Sacré-Coeur,","Dakar","Par Mapauto sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/peugeot/308/annonce-134588","Peugeot 308 2012","25 000","F","CFA","Sicap Liberté,","Dakar","Par KINGCARS  Service"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-134589","Ford ESCAPE-SE 2013","40 000","F","CFA","Sicap Liberté,","Dakar","Par KINGCARS  Service"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mercedes/sprinter/annonce-134592","Mercedes Sprinter 2016","15 000","F","CFA","Hann Bel-Air,","Dakar","Par Kena Impact  Groupes"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/transit/annonce-134591","Ford Transit 2016","60 000","F","CFA","Médina,","Dakar","Par Kena Impact  Groupes"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-134593","Hyundai Sonata 2014","25 000","F","CFA","Médina,","Dakar","Par Kena Impact  Groupes"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-134582","Ford Fusion 2017","30 000","F","CFA","Point-E,","Dakar","Par Ousmane diagne"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-134580","Ford Fusion 2017","25 000","F","CFA","Ouest Foire,","Dakar","Par Logivit  Express"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/juke/annonce-134574","Nissan Juke 2012","25 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mazda/cx-5/annonce-134575","Mazda Cx-5 2013","30 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/c3/annonce-134576","Citroen C3 2019","25 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/dodge/dart/annonce-134577","Dodge Dart 2013","20 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chevrolet/equinox/annonce-134578","Chevrolet Equinox 2012","30 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mazda/cx5/annonce-134579","Mazda cx5 2013","30 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-134584","Hyundai Elantra 2016","20 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/dodge/journey/annonce-134585","Dodge Journey 2012","30 000","F","CFA","Yoff,","Dakar","Par A vos  services"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-134581","Hyundai Elantra 2017","35 000","F","CFA","Yoff,","Dakar","Par Abdia Sn"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/explorer/annonce-134586","Ford Explorer 2012","40 000","F","CFA","Sicap Liberté,","Dakar","Par KINGCARS  Service"
"https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-134587","Ford Fusion 2013","30 000","F","CFA","Sicap Liberté,","Dakar","Par KINGCARS  Service"
